club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id 
2246,The 76ers Fan Club,win club player cheer club player team club loyalty love player fun player basketball love support team game fan cheer,Philadelphia,85.64,Quarterly,447,374
2247,The Wizards Fan Club,club community fan cheer love lose fan basketball support passion support cheer cheer basketball fan team passion team lose game,Washington D.C.,50.99,Quarterly,939,171
2248,The Celtics Fan Club,club basketball player fan community fan club community love fan fun lose basketball passion player win support player fan support,Boston,75.66,Quarterly,491,110
2249,The Raptors Fan Club,basketball love club fun fan player passion team player basketball loyalty win fun love fan loyalty basketball win community support,Toronto,39.81,Monthly,983,266
2250,The Hawks Fan Club,loyalty support loyalty love lose fun cheer passion love community team player fan win team lose love love basketball win,Atlanta,57.25,Quarterly,350,277
2251,The Suns Fan Club,lose love fan support team support game basketball team player player game club win win lose basketball community player fan,Phoenix,82.54,Yearly,79,205
2252,The Hawks Fan Club,fan lose fun fun lose win community loyalty game support passion player love team game loyalty community support fan cheer,Atlanta,99.86,Monthly,344,10
2253,The Bucks Fan Club,cheer loyalty lose community game player fun loyalty club club club fan team win player community cheer love cheer club,Milwaukee,57.04,Quarterly,0,39
2254,The 76ers Fan Club,player win support fun club cheer club win game support player fun passion loyalty love win passion love fan love,Philadelphia,56.06,Quarterly,43,269
2255,The Lakers Fan Club,win support support cheer loyalty player team club player win passion win lose player support game team community lose cheer,Los Angeles,27.37,Monthly,511,106
2256,The Lakers Fan Club,game support support passion cheer player support community basketball fun loyalty passion win community team player passion fan player win,Los Angeles,79.08,Quarterly,414,276
2257,The Nets Fan Club,player support win community win support player loyalty team lose player game fan passion lose lose team fan fan game,Brooklyn,85.75,Monthly,134,354
2258,The Jazz Fan Club,team team team loyalty lose team game passion love team fan community team team love club community fun fun passion,Salt Lake City,89.0,Yearly,47,141
2259,The Spurs Fan Club,club loyalty loyalty basketball game club game fun game cheer win basketball lose cheer game lose fun fun fan community,San Antonio,11.17,Quarterly,401,380
2260,The Bucks Fan Club,love basketball win club lose love support cheer love community basketball community lose love win club passion fun club basketball,Milwaukee,86.43,Yearly,495,150
2261,The Hornets Fan Club,fun loyalty lose loyalty passion lose lose passion cheer love fun passion team basketball win passion club fun game passion,Charlotte,52.54,Monthly,401,274
2262,The Warriors Fan Club,love fan player support game player loyalty game support team basketball team team game win love community player team player,San Francisco,21.1,Quarterly,793,27
2263,The Rockets Fan Club,passion loyalty community passion win fun team player fan loyalty lose fun support love support passion game win game loyalty,Houston,22.93,Yearly,108,223
2264,The Hornets Fan Club,basketball win player game basketball passion club basketball club club team fun fun club club basketball basketball support community loyalty,Charlotte,33.12,Quarterly,521,276
2265,The Clippers Fan Club,win love win player community fan game team love loyalty lose loyalty lose fan community club fun loyalty loyalty fun,Los Angeles,71.97,Quarterly,813,263
2266,The Nets Fan Club,community fun support support community team basketball cheer basketball support fun support community passion community game passion passion loyalty game,Brooklyn,41.79,Monthly,669,252
2267,The Lakers Fan Club,win support player win fan fun fan team player club fan fan win passion game win cheer cheer fun fan,Los Angeles,73.18,Yearly,699,6
2268,The Hawks Fan Club,passion community fan community loyalty game basketball loyalty cheer basketball club support team team love loyalty win team basketball fun,Atlanta,88.09,Quarterly,720,137
2269,The Hawks Fan Club,cheer player passion cheer lose win win fan community loyalty fan fan win lose basketball win fun win cheer cheer,Atlanta,78.35,Yearly,791,22
2270,The Clippers Fan Club,love love passion passion loyalty game basketball club win game community player lose support player community passion game love support,Los Angeles,31.83,Quarterly,553,157
2271,The Knicks Fan Club,community lose player game fan player fun fun support support passion basketball cheer club passion player love passion player team,New York,36.12,Yearly,614,329
2272,The Lakers Fan Club,community loyalty fan love win fun cheer player player cheer loyalty community club loyalty fun community club community team loyalty,Los Angeles,10.42,Monthly,22,63
2273,The Nuggets Fan Club,win community win support passion community club cheer cheer love community basketball community fun player game player love community passion,Denver,46.37,Quarterly,640,69
2274,The Raptors Fan Club,community team love player player fan lose fun support support support cheer support lose loyalty fun fan loyalty love passion,Toronto,17.71,Monthly,815,38
2275,The Celtics Fan Club,player basketball cheer lose support love game game player cheer support club fan basketball win player loyalty fan club club,Boston,82.44,Monthly,315,301
2276,The Hornets Fan Club,loyalty lose club cheer fun fun support community support club basketball community community player basketball club fan passion cheer cheer,Charlotte,37.48,Quarterly,666,236
2277,The Mavericks Fan Club,team cheer player basketball lose cheer fan cheer community team basketball team team loyalty lose fun passion team game cheer,Dallas,44.0,Quarterly,745,181
2278,The Spurs Fan Club,cheer fan love fun cheer fun support cheer club team cheer passion community win basketball support community love support support,San Antonio,72.75,Monthly,959,291
2279,The Lakers Fan Club,passion love team support club basketball fan club passion win cheer basketball community loyalty fun support passion love club fun,Los Angeles,44.86,Quarterly,403,38
2280,The Bucks Fan Club,fan basketball fan club team fun support love passion loyalty basketball team fun passion basketball fan club community lose fan,Milwaukee,94.42,Quarterly,271,42
2281,The Hawks Fan Club,passion fan passion win cheer support player support fan cheer loyalty player cheer lose loyalty fun win love community loyalty,Atlanta,94.17,Quarterly,583,48
2282,The Hawks Fan Club,fan passion fun passion loyalty player community fan player club player cheer win game game fun cheer loyalty cheer community,Atlanta,81.54,Quarterly,377,349
2283,The Hawks Fan Club,passion support game fan lose support club basketball loyalty fan love fun game loyalty player passion love basketball win team,Atlanta,12.51,Quarterly,290,193
2284,The Clippers Fan Club,win loyalty basketball fan player team basketball community player support team club fan support love fan cheer win passion player,Los Angeles,31.75,Yearly,78,38
